DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
231222961,11/12/2023 12:00:00 AM,11/11/2023 12:00:00 AM,2200,12,77th Street,1205,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,1300 W  49TH                         ST,,33.9987,-118.298
230719062,12/30/2023 12:00:00 AM,12/30/2023 12:00:00 AM,1120,7,Wilshire,779,1,761,BRANDISH WEAPON,0334 1300 2021 0603,34,M,B,501.0,SINGLE FAMILY DWELLING,500.0,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,761.0,,,,1600    6TH                          AV,,34.0436,-118.3237
221011734,07/18/2022 12:00:00 AM,07/17/2022 12:00:00 AM,1700,10,West Valley,1023,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,104.0,DRIVEWAY,,,IC,Invest Cont,420.0,,,,19000    KITTRIDGE                    ST,,34.1902,-118.547
231609701,07/01/2023 12:00:00 AM,06/30/2023 12:00:00 AM,1600,16,Foothill,1685,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,8300    TUJUNGA                      AV,,34.2173,-118.3835
211404079,01/01/2021 12:00:00 AM,01/01/2021 12:00:00 AM,1700,14,Pacific,1489,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 0400 1814 1276,23,F,B,503.0,HOTEL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,5200 W  CENTURY                      BL,,33.949,-118.3744
230813297,08/15/2023 12:00:00 AM,08/13/2023 12:00:00 AM,240,8,West LA,807,2,888,TRESPASSING,1501,50,F,W,501.0,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,888.0,,,,2600    BASIL                        LN,,34.119,-118.4482
221004782,01/22/2022 12:00:00 AM,01/22/2022 12:00:00 AM,353,10,West Valley,1005,1,330,BURGLARY FROM VEHICLE,0344 1822 9999 1420,28,M,H,101.0,STREET,,,IC,Invest Cont,330.0,,,,7700    YARMOUTH                     AV,,34.2108,-118.5197
212006783,03/16/2021 12:00:00 AM,03/09/2021 12:00:00 AM,1700,20,Olympic,2041,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822 2032,43,F,K,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440.0,,,,800    5TH                          AV,,34.0543,-118.3193
230716634,11/02/2023 12:00:00 AM,11/02/2023 12:00:00 AM,1630,7,Wilshire,765,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1300 1822 0400 0344 0345,56,X,H,108.0,PARKING LOT,,,IC,Invest Cont,440.0,,,,4500 W  PICO                         BL,,34.0485,-118.3334
221715843,11/09/2022 12:00:00 AM,11/08/2022 12:00:00 AM,1348,17,Devonshire,1752,2,813,CHILD ANNOYING (17YRS & UNDER),1259 1822 1300,14,F,H,720.0,JUNIOR HIGH SCHOOL,,,IC,Invest Cont,813.0,,,,10100    VARIEL                       AV,,34.2536,-118.593
211410885,05/04/2021 12:00:00 AM,03/20/2021 12:00:00 AM,2100,14,Pacific,1453,1,510,VEHICLE - STOLEN,,0,,,707.0,GARAGE/CARPORT,,,IC,Invest Cont,510.0,,,,4200    GLENCOE                      AV,,33.9886,-118.4416
200310504,04/09/2020 12:00:00 AM,04/09/2020 12:00:00 AM,2015,3,Southwest,332,1,761,BRANDISH WEAPON,0342 1309 1259 0334 0216 1822,16,M,B,101.0,STREET,201.0,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,IC,Invest Cont,761.0,,,,EXPOSITION,HARCOURT,34.0279,-118.343
231712408,07/05/2023 12:00:00 AM,07/05/2023 12:00:00 AM,815,17,Devonshire,1795,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 0202,0,X,X,202.0,LIQUOR STORE,,,IC,Invest Cont,745.0,,,,8600    LINDLEY                      AV,,34.2264,-118.5273
221221411,10/03/2022 12:00:00 AM,10/01/2022 12:00:00 AM,1525,12,77th Street,1205,2,354,THEFT OF IDENTITY,0922,39,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,1300 W  51ST                         ST,,33.9969,-118.2981
222019576,12/21/2022 12:00:00 AM,12/21/2022 12:00:00 AM,1600,20,Olympic,2071,1,761,BRANDISH WEAPON,0443 0334 0906 1822 2011 1402 0369 2004 0907,44,F,H,101.0,STREET,102.0,HAND GUN,AA,Adult Arrest,761.0,930.0,998.0,,1400 S  MANHATTAN                    PL,,34.0463,-118.3102
211409281,04/06/2021 12:00:00 AM,04/05/2021 12:00:00 AM,2200,14,Pacific,1435,1,330,BURGLARY FROM VEHICLE,0344 1300 1609,37,M,H,707.0,GARAGE/CARPORT,,,IC,Invest Cont,330.0,,,,3500 S  CENTINELA                    AV,,34.0102,-118.4385
212018770,12/25/2021 12:00:00 AM,12/25/2021 12:00:00 AM,2255,20,Olympic,2088,2,623,BATTERY POLICE (SIMPLE),1822 0416 1212 2002,0,X,X,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,623.0,,,,1600    ARAPAHOE                     ST,,34.0441,-118.2853
220415342,11/13/2022 12:00:00 AM,11/12/2022 12:00:00 AM,2355,4,Hollenbeck,463,1,210,ROBBERY,0603 0355,71,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",311.0,HAMMER,AA,Adult Arrest,210.0,,,,2000 E  4TH                          ST,,34.0462,-118.2153
241405562,02/02/2024 12:00:00 AM,12/24/2023 12:00:00 AM,1740,14,Pacific,1494,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344,45,F,W,212.0,TRANSPORTATION FACILITY (AIRPORT),500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,341.0,,,,300    WORLD                        WY,,33.9455,-118.4001
210411741,08/13/2021 12:00:00 AM,08/07/2021 12:00:00 AM,1,4,Hollenbeck,471,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,0,M,X,213.0,WAREHOUSE,,,IC,Invest Cont,341.0,,,,600 S  MISSION                      RD,,34.0381,-118.2262
221505479,02/03/2022 12:00:00 AM,02/01/2022 12:00:00 AM,555,15,N Hollywood,1513,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0344,52,M,O,108.0,PARKING LOT,,,IC,Invest Cont,331.0,,,,7200    WHITSETT                     AV,,34.2012,-118.4052
211006509,03/23/2021 12:00:00 AM,03/23/2021 12:00:00 AM,1500,10,West Valley,1099,2,662,"BUNCO, GRAND THEFT",1822 0344 0800,44,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,662.0,,,,3900    SAPPHIRE                     DR,,34.1413,-118.4868
201807416,02/28/2020 12:00:00 AM,02/28/2020 12:00:00 AM,1735,18,Southeast,1826,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0334 0417 0913 0445,99,M,H,101.0,STREET,200.0,KNIFE WITH BLADE 6INCHES OR LESS,AA,Adult Arrest,230.0,,,,CENTURY                      BL,CENTRAL                      AV,33.9485,-118.2461
242009735,06/24/2024 12:00:00 AM,06/23/2024 12:00:00 AM,2230,20,Olympic,2079,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,2200 W  15TH                         ST,,34.0453,-118.2864
210109038,04/18/2021 12:00:00 AM,04/18/2021 12:00:00 AM,230,1,Central,181,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1414 0329 1822 1609,0,X,X,741.0,STAPLES CENTER *,,,IC,Invest Cont,740.0,,,,1100 S  FIGUEROA                     ST,,34.0431,-118.2692
222005285,01/14/2022 12:00:00 AM,01/14/2022 12:00:00 AM,840,20,Olympic,2016,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",2032 0344 0394 1822,51,M,H,507.0,CONDOMINIUM/TOWNHOUSE,,,IC,Invest Cont,341.0,,,,3800 W  2ND                          ST,,34.0712,-118.2979
211115797,11/27/2021 12:00:00 AM,11/25/2021 12:00:00 AM,800,11,Northeast,1162,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 1813 0408 0400 2000,33,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,WESTMORELAND,LEXINGTON,34.0935,-118.2878
211417266,08/26/2021 12:00:00 AM,08/26/2021 12:00:00 AM,1405,14,Pacific,1444,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,52,F,O,108.0,PARKING LOT,,,IC,Invest Cont,740.0,,,,3200    CARTER                       AV,,33.9868,-118.4451
230213332,06/29/2023 12:00:00 AM,06/28/2023 12:00:00 AM,2350,2,Rampart,205,1,210,ROBBERY,0906 0910 1822,27,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",207.0,OTHER KNIFE,IC,Invest Cont,210.0,,,,SUNSET                       BL,RAMPART                      BL,34.08,-118.2698
240111300,05/11/2024 12:00:00 AM,05/11/2024 12:00:00 AM,800,1,Central,182,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0910 1402,0,X,X,932.0,MTA - BLUE LINE - PICO,,,IC,Invest Cont,740.0,998.0,,,FLOWER                       ST,PICO                         BL,34.0401,-118.2669
220504723,01/21/2022 12:00:00 AM,01/21/2022 12:00:00 AM,1200,5,Harbor,557,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,600 W  1ST                          ST,,33.7433,-118.2901
221210312,04/19/2022 12:00:00 AM,04/19/2022 12:00:00 AM,420,12,77th Street,1259,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 0329 0216 1822,25,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,740.0,,,,WADSWORTH                    AV,74TH                         ST,33.973,-118.2586
220105349,01/23/2022 12:00:00 AM,01/22/2022 12:00:00 AM,2000,1,Central,174,1,330,BURGLARY FROM VEHICLE,1822 1414 0329 0344 1307 1609,62,M,K,101.0,STREET,,,IC,Invest Cont,330.0,,,,100 E  7TH                          ST,,34.0439,-118.2514
210618956,11/12/2021 12:00:00 AM,11/09/2021 12:00:00 AM,1500,6,Hollywood,625,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1822 1501 0329 1300,0,X,X,108.0,PARKING LOT,,,IC,Invest Cont,331.0,,,,2700    CAHUENGA                     BL,,34.1172,-118.3378
202115945,11/13/2020 12:00:00 AM,11/13/2020 12:00:00 AM,15,21,Topanga,2187,2,624,BATTERY - SIMPLE ASSAULT,0605 0444 0416 1822,43,M,B,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,21000    VENTURA                      BL,,34.1667,-118.5908
220817392,11/19/2022 12:00:00 AM,11/12/2022 12:00:00 AM,1106,8,West LA,852,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 1822,0,X,X,404.0,DEPARTMENT STORE,,,IC,Invest Cont,442.0,,,,11800    SANTA MONICA                 BL,,34.0428,-118.4582
221221929,10/19/2022 12:00:00 AM,10/19/2022 12:00:00 AM,1631,12,77th Street,1239,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0342 0216 0344 1822 1309,0,X,X,405.0,CLOTHING STORE,,,IC,Invest Cont,341.0,,,,5800 S  VERMONT                      AV,,33.9856,-118.2915
201708967,05/09/2020 12:00:00 AM,05/09/2020 12:00:00 AM,2120,17,Devonshire,1797,2,624,BATTERY - SIMPLE ASSAULT,0329 0416 0342 1822 1310,34,M,W,103.0,ALLEY,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,16300    PARTHENIA                    ST,,34.2284,-118.4873
220614351,08/08/2022 12:00:00 AM,08/02/2022 12:00:00 AM,1938,6,Hollywood,656,2,901,VIOLATION OF RESTRAINING ORDER,2038 0913,27,F,B,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,901.0,,,,900    VINE                         ST,,34.0871,-118.3266
241315394,12/08/2024 12:00:00 AM,12/08/2024 12:00:00 AM,230,13,Newton,1303,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,21,F,H,103.0,ALLEY,,,IC,Invest Cont,440.0,,,,1100 E  11TH                         ST,,34.0315,-118.2461
220322017,12/17/2022 12:00:00 AM,12/14/2022 12:00:00 AM,2300,3,Southwest,327,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 1822 1606 0344 1251 0385,27,F,W,101.0,STREET,,,IC,Invest Cont,331.0,,,,ORCHARD                      ST,29TH                         ST,34.0284,-118.2874
211813494,07/10/2021 12:00:00 AM,07/10/2021 12:00:00 AM,2140,18,Southeast,1838,1,761,BRANDISH WEAPON,0334 1822 0605,48,M,B,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,761.0,,,,10600    WILMINGTON                   AV,,33.9397,-118.239
210206238,02/25/2021 12:00:00 AM,02/25/2021 12:00:00 AM,1420,2,Rampart,281,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,1100 S  ALVARADO                     ST,,34.049,-118.2816
220306285,02/19/2022 12:00:00 AM,02/19/2022 12:00:00 AM,850,3,Southwest,392,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2003 2000 1813 0913 1243 0448 0429,19,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,2900 W  VERNON                       AV,,34.0037,-118.3247
212016583,11/04/2021 12:00:00 AM,10/30/2021 12:00:00 AM,230,20,Olympic,2001,2,624,BATTERY - SIMPLE ASSAULT,2002 0942 0444 0603 0913,24,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,4800    BEVERLY                      BL,,34.0799,-118.3181
230805560,02/06/2023 12:00:00 AM,01/01/2023 12:00:00 AM,5,8,West LA,808,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 2032 0344 0352,44,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341.0,,,,1300    SUMMITRIDGE                  DR,,34.0944,-118.419
201315012,08/05/2020 12:00:00 AM,08/05/2020 12:00:00 AM,5,13,Newton,1371,2,624,BATTERY - SIMPLE ASSAULT,0416 2004 1218 0417 0400,43,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,5400 S  BROADWAY,,33.9927,-118.2783
241509296,04/19/2024 12:00:00 AM,04/17/2024 12:00:00 AM,1900,15,N Hollywood,1501,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300 1822,66,M,O,101.0,STREET,,,IC,Invest Cont,740.0,,,,13300    STAGG                        ST,,34.2124,-118.4226
230905209,02/03/2023 12:00:00 AM,02/02/2023 12:00:00 AM,714,9,Van Nuys,971,1,330,BURGLARY FROM VEHICLE,0344 0358 1300 1605,38,F,H,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,15300    VENTURA                      BL,,34.1564,-118.463
220413688,09/06/2022 12:00:00 AM,09/03/2022 12:00:00 AM,2330,4,Hollenbeck,448,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1300,31,M,H,104.0,DRIVEWAY,,,IC,Invest Cont,745.0,,,,1400    CRUSADO                      LN,,34.0577,-118.1955
222113983,09/06/2022 12:00:00 AM,09/06/2022 12:00:00 AM,2030,21,Topanga,2103,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0416 0919,19,M,W,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,230.0,,,,ROSCOE                       BL,TOPANGA CANYON               BL,34.2196,-118.606
241110905,09/20/2024 12:00:00 AM,09/17/2024 12:00:00 AM,2230,11,Northeast,1171,1,330,BURGLARY FROM VEHICLE,1300 1302 0344,53,M,W,101.0,STREET,,,IC,Invest Cont,330.0,,,,4200 W  SUNSET                       BL,,34.0917,-118.2741
200609746,05/01/2020 12:00:00 AM,04/30/2020 12:00:00 AM,1900,6,Hollywood,647,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1601 0344,24,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341.0,,,,1500    VINE                         ST,,34.098,-118.3267
221707261,04/03/2022 12:00:00 AM,04/02/2022 12:00:00 AM,1630,17,Devonshire,1798,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,16000    NORDHOFF                     ST,,34.2356,-118.4807
240114179,07/06/2024 12:00:00 AM,05/23/2024 12:00:00 AM,1700,1,Central,159,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394,34,F,F,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440.0,,,,600 S  SANTA FE                     AV,,34.0383,-118.2305
231224519,12/06/2023 12:00:00 AM,05/01/2023 12:00:00 AM,5,12,77th Street,1263,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",0913 0522 1251 1259,14,F,B,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,810.0,,,,1800 W  81ST                         ST,,33.9655,-118.309
220815529,10/14/2022 12:00:00 AM,10/14/2022 12:00:00 AM,730,8,West LA,849,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1822 0329 1609,27,M,W,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,745.0,,,,800 S  BEDFORD                      ST,,34.063,-118.3804
210206207,02/24/2021 12:00:00 AM,02/24/2021 12:00:00 AM,1100,2,Rampart,275,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 1309 0344,32,M,H,119.0,"PORCH, RESIDENTIAL",,,IC,Invest Cont,440.0,,,,1000 S  BONNIE BRAE                  ST,,34.0493,-118.2786
242111243,08/22/2024 12:00:00 AM,08/21/2024 12:00:00 AM,1500,21,Topanga,2157,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,SKOURAS                      ST,LURLINE                      AV,34.1926,-118.5839
230407598,04/20/2023 12:00:00 AM,04/20/2023 12:00:00 AM,653,4,Hollenbeck,442,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,42,F,H,108.0,PARKING LOT,,,IC,Invest Cont,740.0,,,,1800    MARENGO                      ST,,34.0586,-118.2119
200909092,04/29/2020 12:00:00 AM,04/27/2020 12:00:00 AM,2100,9,Van Nuys,919,1,330,BURGLARY FROM VEHICLE,1609 0344 1300,54,M,B,101.0,STREET,,,IC,Invest Cont,330.0,,,,13600    SHERMAN                      WY,,34.2012,-118.4294
211705778,02/18/2021 12:00:00 AM,02/18/2021 12:00:00 AM,1920,17,Devonshire,1797,1,210,ROBBERY,0344 0416 0377 1900 1822,19,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,8600    VALJEAN                      AV,,34.2266,-118.4874
240107880,02/25/2024 12:00:00 AM,02/25/2024 12:00:00 AM,640,1,Central,128,2,888,TRESPASSING,0910 2052,0,X,X,965.0,MTA - GOLD LINE - LITTLE TOKYO/ARTS DISTRICT,,,IC,Invest Cont,888.0,,,,400 E  1ST                          ST,,34.0492,-118.2391
220107661,03/04/2022 12:00:00 AM,02/28/2022 12:00:00 AM,2100,1,Central,147,2,624,BATTERY - SIMPLE ASSAULT,0448 0432 0400,46,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,5TH                          ST,SAN JULIAN                   ST,34.0446,-118.245
211513959,08/31/2021 12:00:00 AM,08/31/2021 12:00:00 AM,2015,15,N Hollywood,1519,2,903,CONTEMPT OF COURT,2038,61,F,H,501.0,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,903.0,,,,6500    DENNY                        AV,,34.1885,-118.3649
210113727,07/19/2021 12:00:00 AM,07/19/2021 12:00:00 AM,300,1,Central,118,1,251,SHOTS FIRED AT INHABITED DWELLING,1822 0329 1407 1100 1402,46,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",106.0,UNKNOWN FIREARM,IC,Invest Cont,251.0,998.0,,,200 E  BLOOM                        ST,,34.0639,-118.2295
211611597,09/17/2021 12:00:00 AM,09/16/2021 12:00:00 AM,2200,16,Foothill,1654,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,51,F,H,101.0,STREET,,,IC,Invest Cont,440.0,,,,GLENOAKS,OSBORNE,34.2642,-118.4019
220111814,05/06/2022 12:00:00 AM,05/06/2022 12:00:00 AM,1645,1,Central,119,2,888,TRESPASSING,2004 0910 1266 2003 1822,0,X,X,900.0,MTA - RED LINE - UNION STATION,,,IC,Invest Cont,888.0,,,,800 N  ALAMEDA                      ST,,34.0561,-118.2375
231300833,06/15/2023 12:00:00 AM,06/14/2023 12:00:00 AM,1,13,Newton,1331,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,35,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,200 E  28TH                         ST,,34.0228,-118.2686
221815124,07/14/2022 12:00:00 AM,01/01/2021 12:00:00 AM,2000,18,Southeast,1849,1,820,ORAL COPULATION,1527 0551 0537 2034 0536 0528 0913 0522 0512 0856,8,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812.0,820.0,,,11300    MONA                         BL,,33.9321,-118.2308
230800985,10/05/2023 12:00:00 AM,10/05/2023 12:00:00 AM,810,8,West LA,823,1,761,BRANDISH WEAPON,1402 1822 0334 0443 2004,65,F,W,106.0,TUNNEL,216.0,SCISSORS,AO,Adult Other,761.0,998.0,,,PACIFIC COAST                HY,CHANNEL                      RD,34.0283,-118.5194
240812039,11/18/2024 12:00:00 AM,11/17/2024 12:00:00 AM,2000,8,West LA,842,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1602 0344 1822 1300,22,M,W,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,331.0,,,,1300 S  WESTGATE                     AV,,34.0455,-118.4619
230311786,06/04/2023 12:00:00 AM,06/04/2023 12:00:00 AM,600,3,Southwest,363,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 0554,25,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,745.0,,,,4100    SANTA ROSALIA                DR,,34.0124,-118.3435
200511016,06/24/2020 12:00:00 AM,06/24/2020 12:00:00 AM,1615,5,Harbor,532,2,354,THEFT OF IDENTITY,0100 0928,39,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,1100    MCDONALD                     AV,,33.7845,-118.2714
220817380,11/06/2022 12:00:00 AM,11/05/2022 12:00:00 AM,2110,8,West LA,882,1,330,BURGLARY FROM VEHICLE,0358 1302 1307 0344 1822,21,M,W,101.0,STREET,,,IC,Invest Cont,330.0,,,,BELOIT,MISSISSIPPI,34.0402,-118.4415
211315328,09/05/2021 12:00:00 AM,09/05/2021 12:00:00 AM,100,13,Newton,1331,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,JEFFERSON                    BL,MAIN                         ST,34.0186,-118.2726
221225209,12/14/2022 12:00:00 AM,12/14/2022 12:00:00 AM,500,12,77th Street,1205,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,26,F,H,101.0,STREET,,,IC,Invest Cont,420.0,,,,1100 W  50TH                         ST,,33.9978,-118.2938
210304592,01/15/2021 12:00:00 AM,01/15/2021 12:00:00 AM,1930,3,Southwest,363,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0913 0329 1814 2000,39,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,745.0,,,,4100    SOMERSET                     DR,,34.0112,-118.3415
221606048,03/06/2022 12:00:00 AM,03/06/2022 12:00:00 AM,1300,16,Foothill,1621,1,761,BRANDISH WEAPON,1822 0416 0444 0334,25,M,H,109.0,PARK/PLAYGROUND,207.0,OTHER KNIFE,IC,Invest Cont,761.0,,,,LAUREL CANYON,PAXTON,34.2647,-118.4384
241715018,12/17/2024 12:00:00 AM,11/01/2024 12:00:00 AM,1200,17,Devonshire,1752,2,354,THEFT OF IDENTITY,1822 1501,22,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,10000    DE SOTO                      AV,,34.2518,-118.5886
240912655,10/26/2024 12:00:00 AM,10/25/2024 12:00:00 AM,1729,9,Van Nuys,964,1,330,BURGLARY FROM VEHICLE,0344 1822,22,M,W,116.0,OTHER/OUTSIDE,,,IC,Invest Cont,330.0,,,,14200    RIVERSIDE                    DR,,34.1576,-118.4422
221309942,04/20/2022 12:00:00 AM,04/19/2022 12:00:00 AM,1900,13,Newton,1373,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0448 0444 0913 1310 0344,27,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,600 E  55TH                         ST,,33.9925,-118.2652
220912580,08/14/2022 12:00:00 AM,07/31/2022 12:00:00 AM,2030,9,Van Nuys,941,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385 0344 1300,37,M,B,101.0,STREET,,,IC,Invest Cont,331.0,,,,HALBRENT                     AV,HATTERAS                     ST,34.1757,-118.465
231516436,10/23/2023 12:00:00 AM,10/21/2023 12:00:00 AM,1045,15,N Hollywood,1539,2,624,BATTERY - SIMPLE ASSAULT,0913 0444 0559 0602 0416,54,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,10400    CALIFA                       ST,,34.1779,-118.3586
